;marca;preco
912;Notebook Positivo Motion C4128g-14, Intel Celeron Dual-Core, 4GB, EMMC 128GB, Tela 14 LED HD, Windows 11 Home, Cinza - 3002505;R$ 1.305,00
913;Combo Office - Notebook M11w Prime 2 Em 1 Tela 11,6 Intel Celeron E Mouse Microsoft Sem Fio Bluetooth Azul - Pc280k;R$ 1.734,80
914;Notebook Acer, Aspire 3 Intel Core I3 10a Geração 1005G1 8GB, DDR4, 512GB, SSD NVME 15.6'', Windows 11, A315-56-33qa;R$ 3.411,00
915;Teclado Para Notebook Acer Aspire, M5-481t - Padrao Br;R$ 189,99
916;Teclado Para Notebook, Acer Travelmate 2000 - Padrao Us;R$ 169,00
917;Teclado P/ Notebook  Asus X509a - Padrão Br;R$ 380,00
918;Teclado P/ Notebook HP Elitebook 840 G5 Br, Sem Iluminação;R$ 389,99
919;Bateria Fti Hstnn-lboc P/ Notebook Hp Mini 110-1000;R$ 149,00
920;Carregador Gorila Shield Para Notebook Turbo Tank 4.0, Compatível com Samsung;R$ 333,35
921;Carregador Gorila Shield Para Notebook Turbo Tank 4.0, Compatível com Asus;R$ 333,47
922;Notebook Gamer Acer An517-54-79wa, I7, 32GB, Ssd 1TB, Tela 17.3 Ips 144hz, Gtx 1650, Linux;R$ 8.967,49
923;Notebook Samsung, Intel I7 1165g7, 16GB, SSD 256GB, Intel Iris Xe, Tela 15.6 Full HD, Windows - Np550xda-ks1br;R$ 6.306,99
924;Notebook Lenovo Thinkpad E14 I5-1135g7 8GB 256GB SSD Windows 11 Pro 20TB002MBo Preto;R$ 6.399,00
925;Notebook Dell, Latitude I5 1135 G7, 8GB, 256GB, Nvme, Tela 14'' HD,  Windows 10 Pro;R$ 4.999,00
926;Capa Para Notebook Gorila Shield Lg Até 17.3'', Smart Armor;R$ 218,47
927;Capa Para Notebook Gshield Multi, Maleta Executiva Guardian;R$ 206,97
928;Capa Gshield Smart Armor, Para Notebook Dell Até 13.3;R$ 172,47
929;Notebook Lenovo Ideapad 3i, Intel Core I3 1115G4, 8GB RAM, SSD 256GB, Tela 15.6, Linux - 82mds00600;R$ 3.359,99
930;Notebook Legacy Cloud Windows 10 Home, 14 Polegadas, Processador Intel Quadcore, 2GB 128GB Cinza - PC136;R$ 1.438,90
931;Adesivo Skin Manhattan Mh-475679, Para Notebooks Até 17 Pol, Guitarra;R$ 16,53
932;Fonte Carregador Compativel Com Note Lg Gram 14z950 19v 2.1a 646 - Fonte Carregador Compativel Com Note Lg Gram 14z950 19v 2.1a 646;R$ 69,90
933;Fonte Para Multi Legacy Cloud Pc130 Ml-ip02 5v Pwr475 - Bivolt;R$ 35,50
934;Fonte Carregador Para Samsung Np900x3a-b06us/np900 646 - 110v / 220v (bivolt);R$ 69,90
935;Fonte Carregador Para Ultrabook Lg 14u36 19v 2.1a 40w 646 - 110v/220v bivolt;R$ 69,90
936;Fonte Carregador Para Hp Pavilion Series G G6 *18,5v 713 - Preto - 110v/220v (bivolt);R$ 96,00
937;Fonte Carregador Para Hp Prodesk 400 G3 Mini 19.5v 3.5a 713 - 110v/220v bivolt;R$ 96,00
938;Fonte Externa Para Monitor Lg Serie Mk4 20mk400h, 19v - 644;R$ 75,05
939;Fonte Carregador P/ Acer Aspire 3050 Séries 19v 3.42a - Mm 479 - 110v / 220v  bivolt;R$ 78,99
940;Fonte Carregador Para Hp Compaq Nx6105 Nx4300 Nx4820 65w 712 - 110v/220v (bivolt);R$ 78,90
941;Fonte Carregador P/ Hp Pavilion Dv5000 Series 18.5v 3.5a 712;R$ 78,90
942;Fonte Carregador Compativel Com Notebook Lg R40 18.5v 3.5a 712;R$ 78,90
943;Fonte Carregador Para Hp Hstnn-q22c 18,5v 3.5a 65w 712 - Bivolt;R$ 78,90
944;Fonte Carregador P Inspiron 14 5000 I14- 5458-b378 19,5v 823 - Voltagem De Entrada;R$ 98,89
945;Fonte Carregador Para Inspiron 15 5000 5558-a10 19.5v 823 - Voltagem De Entrada;R$ 98,89
946;Fonte Carregador Para Dell Inspiron 15 3584 - 19.5v 65w 823 - Bivolt;R$ 98,89
947;Notebook Dell, Latitude I5 1135 G7, 8GB, 256GB, Nvme, Tela 14'' HD,  Windows 10 Pro;R$ 4.999,00
948;Adesivo Skin Manhattan Mh-475679, Para Notebooks Até 17 Pol, Guitarra;R$ 16,53
949;"Notebook Avell A52 Mob Rtx 3050 I5 11400h 8gb 250gb Nvme 15.6"" W11";R$ 6.049,90
950;Notebook Legacy Cloud Windows 10 Home, 14 Polegadas, Processador Intel Quadcore, 2GB 128GB Cinza - PC136;R$ 1.438,90
951;Fonte Carregador P/ Dell Inspiron 13 7000 P57g001 19.5v 823, Voltagem De Entrada;R$ 98,89
952;Fonte Carregador 19v 3.42a 65w Para All In One Positivo Union C1000 P8 - Voltagem De Entrada;R$ 76,77
953;Fonte Carregador Compativel Com Lg Xnote Z460 14.0 Series 19v 40w 643 - Fonte Carregador Compativel Com Lg Xnote Z460 14.0 Series 19v 40w 643;R$ 96,00
954;Fonte Carregador P/ Ultrabook Xnote Lg Z45 19v 2.1a 40w 643, Preto, 110v/220v (bivolt);R$ 96,00
955;Fonte Carregador Compativel Com Ultrabook Lg U46 U460 19v 40w 643;R$ 96,00
956;Fonte Carregador Para Lenovo G530 G560 Y450 Y530 19v 3.42a 65w Plug P8 - Voltagem De Entrada;R$ 76,77
957;Fonte Carregador Para Asus S46ca Séries  19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
958;Fonte Carregador Para Notebook Positivo Sim+ 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
959;Fonte P/ Lenovo B570 B575 B470 G470 G450 G460 G530 Z575 G560 P8 - Voltagem De Entrada;R$ 76,77
960;Fonte Carregador 19v 2.1a 40w Para Netbook Philco 10b Da-40b19 670 - Bivolt;R$ 76,08
961;Fonte Carregador P/ Hp Elitebook 850 G1 Ultrabook 18,5v 713 - Preto - 110v/220v (bivolt);R$ 96,00
962;Fonte Carregador Para Hp Elitebook 8570p 18,5v 3.5a 65w 713 - Preto - 1110v / 220v (bivolt);R$ 96,00
963;Fonte Carregador 19v 3.42a 65w Para Cce Ncv-d5h8 Plug P8 - 110v/220v (bivolt);R$ 76,77
964;Fonte Carregador Para Asus Q550lf 19v 4.74a 90w 658 - Preto - 110v/220v (bivolt);R$ 142,12
965;Fonte Carregador Externa Computador Aoc Evo V20 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
966;Fonte Universal C3Tech NB-C390, Para Notebook, 90W - Pontas Intercambiáveis;R$ 177,99
967;Fonte Carregador 19v 3.42a 65w Para Positivo Mobile Z85 394 - Preto - 110v/220v (bivolt);R$ 76,77
968;Fonte Carregador P/ Ultrabook Xnote Lg Z45 19v 2.1a 40w 643, Preto, 110v/220v (bivolt);R$ 96,00
969;Fonte Carregador Compativel Com Lg Xnote Z460 14.0 Series 19v 40w 643 - Fonte Carregador Compativel Com Lg Xnote Z460 14.0 Series 19v 40w 643;R$ 96,00
970;Fonte Carregador Compativel Com Ultrabook Lg U46 U460 19v 40w 643;R$ 96,00
971;Fonte Carregador Compativel Com Samsung / Lg 15u340-lt38k 19v 2.1a 40w 646 - Fonte Carregador Compativel Com Samsung / Lg 15u340-lt38k 19v 2.1a 40w 646;R$ 69,90
972;Fonte Compativel Com Ultrabook Samsung Np915s3g Series 19v 2.1a Mm 646;R$ 69,90
973;Notebook Positivo Motion C41tei, Tela De 14.1'' Linux, 4gb Ram, Cinza;R$ 1.249,00
974;Fonte De Notebook Hp 19v 4.74a Kp-513c;R$ 78,85
975;Fonte De Notebook Lenovo Kp-538a 20v 3.25a Redondo;R$ 78,85
976;Teclado Para Notebook Acer Aspire, M5-481t - Padrao Br;R$ 189,99
977;Teclado Para Notebook, Acer Travelmate 2000 - Padrao Us;R$ 169,00
978;Teclado P/ Notebook Hp Probook 6440b  6445b 6450b - Br;R$ 169,00
979;Combo Office - Notebook M11w Prime 2 Em 1 Tela 11,6 Intel Celeron E Mouse Microsoft Sem Fio Bluetooth Azul - Pc280k;R$ 1.734,80
980;Fonte Carregador Para Acer E5-471 E5-471p E5-476 E5-476g 479 - Voltagem De Entrada;R$ 78,99
981;Fonte Carregador 19v Para Megaware Black Purple 4129 Ulv P8 - 110v/220v (bivolt);R$ 76,77
982;Fonte Carregador Hp Pavilion X360 11-n225br 19,5v 3.33a 761 - Bivolt;R$ 102,00
983;Fonte Carregador P/ Compaq Presario C700 18,5v 3,5v 65w 712 - Bivolt;R$ 78,90
984;Fonte Carregador Para Hp Compaq Nx6105 Nx4300 Nx4820 65w 712 - 110v/220v (bivolt);R$ 78,90
985;Fonte Carregador P/ Hp Pavilion Dv5000 Series 18.5v 3.5a 712;R$ 78,90
986;Fonte Carregador Compativel Com Notebook Lg R40 18.5v 3.5a 712;R$ 78,90
987;Fonte Carregador Para Hp Hstnn-q22c 18,5v 3.5a 65w 712 - Bivolt;R$ 78,90
988;Fonte Carregador Para Note Multi Legacy Cloud 5v,bivolt - Pwr475;R$ 35,50
989;Notebook Lenovo Ideapad Gaming 3, AMD Ryzen 7, 32GB, SSD 512GB, Geforce Rtx 3060, Windows 11;R$ 12.399,99
990;Notebook Lenovo 14  FULL HD I7-1255u, 8GB, 256GB SSD Windows 11 Home - 82TA0001BR;R$ 6.088,98
991;Fonte Carregador Para Notebook Positivo S1991 19v 2.1a 40w 670 - Voltagem De Entrada;R$ 76,08
992;Notebook Compaq Presario 5320 Snapdragon 7c Sc7180, 8GB, HD 256GB UFS, Tela 15.6, Windows 11 Home, Azul Escuro;R$ 2.399,00
993;Notebook Positivo Motion Gold, Intel Atom Quad Core, 4GB, EMMC 64GB, Tela 14.1, Linux, Dourado - Q464c;R$ 1.099,00
994;Notebook Positivo Motion Gray, Intel Celeron Dual Core, 4GB, HD 1TB, Tela 15.6, Linux, Cinza - C41tgi-15;R$ 1.599,00
995;Fonte Carregador P Inspiron 14 5000 I14- 5458-b378 19,5v 823 - Voltagem De Entrada;R$ 98,89
996;Fonte Carregador Para Positivo Mobo Black 3020 19v 2.1a 40w 670 - Voltagem De Entrada;R$ 76,08
997;Fonte Carregador Para Inspiron 15 5000 5558-a10 19.5v 823 - Voltagem De Entrada;R$ 98,89
998;Fonte Carregador Para Dell Inspiron 15 3584 - 19.5v 65w 823 - Bivolt;R$ 98,89
999;Fonte Carregador Para Lenovo G530 G560 Y450 Y530 19v 3.42a 65w Plug P8 - Voltagem De Entrada;R$ 76,77
1000;Notebook Lenovo Ideapad 3i,Intel I3 1115g4, RAM 20GB, SSD 256GB, Tela 15.6 Polegadas, Linux  - 82MDS00600;R$ 3.829,99
1001;Fonte Compativel Com Samsung Ultrabook Np900x3b 19v 2.1a 646;R$ 69,90
1002;Fonte Carregador Para All In One Positivo Master U1500 19v 3.42a 65w P8 - Preto - 110v/220v (bivolt);R$ 76,77
1003;Fonte Carregador Para Hp 15-r017dx 15-r018dx 19.5v 3.33a 65w 761 - Voltagem De Entrada;R$ 102,00
1004;Fonte Carregador 19v 2.1a 40w Para Netbook Philco 10b Da-40b19 670 - Bivolt;R$ 76,08
1005;Fonte Carregador P/ Hp Elitebook 850 G1 Ultrabook 18,5v 713 - Preto - 110v/220v (bivolt);R$ 96,00
1006;Fonte Carregador Para Hp Elitebook 8570p 18,5v 3.5a 65w 713 - Preto - 1110v / 220v (bivolt);R$ 96,00
1007;Fonte Carregador Para Acer E5-471 E5-471p E5-476 E5-476g 479 - Voltagem De Entrada;R$ 78,99
1008;Fonte Carregador 19v Para Megaware Black Purple 4129 Ulv P8 - 110v/220v (bivolt);R$ 76,77
1009;Fonte Carregador Para Cce Iron 535b Séries 19v 3.42a 65w P8 - 110v/220v (bivolt);R$ 76,77
1010;Fonte Carregador Para Cce Iron 535p Séries 19v 3.42a 65w P8 - 110v/220v (bivolt);R$ 76,77
1011;Fonte Carregador Para Cce Iron 787p+ 19v 3.42a 65w P8 - Preto - 110v/220v (bivolt);R$ 76,77
1012;Fonte Carregador Para Ibm Lenovo Y530 Séries 19v 3.42a 65 P8;R$ 76,77
1013;Fonte Carregador Notebook Hp Compaq Nc2400 Nc4400 Nc6320 713 - Voltagem De Entrada;R$ 96,00
1014;Fonte Carregador Para Hp Probook 650 G1 Serie 18.5v 3.5a Mm 713 - Voltagem De Entrada;R$ 96,00
1015;Fonte Carregador Para Hp Compaq 6715b 18.5v 3.5a 65w 713 - Voltagem De Entrada;R$ 96,00
1016;Fonte Carregador P/ Intelbras I10 I35 I61 I268 I435 Plug P8 - Preto - 110v/220v (bivolt);R$ 76,77
1017;Fonte Carregador Para Hp Compaq Presario: Cq40 Cq45 Cq50 713 - Voltagem De Entrada;R$ 96,00
1018;Fonte Carregador Para Hp Pavilion Dm4 Elitebook 6930 65w 713 - Voltagem De Entrada;R$ 96,00
1019;Fonte Carregador P/ Hp Elitebook 850 G1 Ultrabook 18.5v 713 - Voltagem De Entrada;R$ 96,00
1020;Fonte Carregador Para Itautec Infoway N8755  19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1021;Fonte Carregador Td230 P/dell Latitude 110l Insp B130 B120 19v 3.42a P8 - Voltagem De Entrada;R$ 76,77
1022;Fonte Carregador Para Itautec W7620 W7630 W7635 W7645 65w P8 - Voltagem De Entrada;R$ 76,77
1023;Fonte Carregador Para Asus S46ca Séries  19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1024;Fonte Carregador Para Notebook Positivo Sim+ 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1025;Fonte P/ Lenovo B570 B575 B470 G470 G450 G460 G530 Z575 G560 P8 - Voltagem De Entrada;R$ 76,77
1026;Fonte Carregador 19v 3.42a 65w Para Positivo Mobile V56 P8 - Voltagem De Entrada;R$ 76,77
1027;Fonte Carregador Para Asus X451 Series 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1028;Fonte Carregador Para Hp Elitedesk 800 G1 G2 Mini Desktop 713 - Voltagem De Entrada;R$ 96,00
1029;Fonte Carregador P/ Toshiba Satellite P205 19v 3,42a 65w 394, Voltagem De Entrada;R$ 76,77
1030;Fonte Carregador P/ Positivo Premium D217s 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1031;Fonte Carregador Notebook Positivo Sim 2460m 19v 3.42a 394, Voltagem De Entrada;R$ 76,77
1032;Fonte Carregador Para Hp Prodesk 400 G4 Mini 19,5v 65w 713 - Voltagem De Entrada;R$ 96,00
1033;Fonte Carregador Para Asus W5fe 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1034;Fonte Crregador Para Positivo Unique N3100 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1035;Fonte Carregador P Positivo Style Xri 3150 19v 3.42a 65w 394 - Voltagem De Entrada;R$ 76,77
1036;Fonte Carregador Para Hp Compaq 6715b 18.5v 3.5a 65w 713 - Voltagem De Entrada;R$ 96,00
1037;Fonte Carregador P/ Intelbras I10 I35 I61 I268 I435 Plug P8 - Preto - 110v/220v (bivolt);R$ 76,77
1038;Fonte Carregador Para Hp Compaq Presario: Cq40 Cq45 Cq50 713 - Voltagem De Entrada;R$ 96,00
1039;Fonte Carregador Para Hp Pavilion Dm4 Elitebook 6930 65w 713 - Voltagem De Entrada;R$ 96,00
1040;Fonte Carregador P/ Hp Elitebook 850 G1 Ultrabook 18.5v 713 - Voltagem De Entrada;R$ 96,00
1041;Fonte Carregador Para Hp Probook 4530s Series 18.5v 3.5a 65w 713 - Voltagem De Entrada;R$ 96,00
1042;Notebook Lenovo Ideapad 3i,Intel I3 1115g4, RAM 20GB, SSD 256GB, Tela 15.6 Polegadas, Linux  - 82MDS00600;R$ 3.829,99
1043;Carregador Para Intelbras I410 I412 I416 I418 I420 I421 394 - Preto - 110v/220v (bivolt);R$ 76,77
1044;Fonte Carregador Para Acer Aspire P5we6 - Pew71 - Pew76 479 - Voltagem De Entrada;R$ 78,99
1045;Fonte Carregador Para Acer Aspire As1430z  19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1046;Fonte Carregador Para Acer Gateway Id49c07u  19v 3.42a 479 - Voltagem De Entrada;R$ 78,99
1047;Fonte Carregador Para Acer Aspire F5-573g 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1048;Fonte Carregador P/ Acer Aspire A515-51g-72db 19v 3.42a 479 - Voltagem De Entrada;R$ 78,99
1049;Fonte Carregador Para Acer E14 E5-473-5896 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1050;Fonte Carregador P/ Acer Tmp449-g2-m-317q 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1051;Fonte Carregador Para Acer Aspie E15 E5-571-57br 19v 65w 479 - Voltagem De Entrada;R$ 78,99
1052;Fonte Carregador Para Acer /  Gateway M460 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1053;Fonte Carregador Para Acer Aspire A5542 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1054;Fonte Carregador Para Acer Aspire 1810tz 4935 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1055;Fonte Carregador P/ Hp Pavilion X360 11-n026 19,5v 3,33a 761 - Bivolt;R$ 102,00
1056;Fonte Carregador Para Hp 15-r051br 19.5v 3.33a 761 - Voltagem De Entrada;R$ 102,00
1057;Fonte Carregador Para Hp 250 G5 19.5v 3.33a 65w 761 - Voltagem De Entrada;R$ 102,00
1058;Fonte Carregador Para Acer Aspire S3-951 19v 3,42a 479 - Voltagem De Entrada;R$ 78,99
1059;Fonte Carregador Para Acer Aspire 5100 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1060;Fonte Carregador Para Hp 240 G2 Series 19.5v 761 - Voltagem De Entrada;R$ 102,00
1061;Fonte Carregador Para Hp Elitebook 850 G3 G4 G5 19.5v 761 - Voltagem De Entrada;R$ 102,00
1062;Fonte Carregador Para Hp Stream 14-ax010nr 19,5v 65w 761 - 110v/220v (bivolt);R$ 102,00
1063;Fonte Carregador Para Notebook Hp 14-ap010 19.5v 3.33a 761 - Voltagem De Entrada;R$ 102,00
1064;Fonte Carregador Para Acer Aspire Es1-572-37pz 19v 65w 479 - Voltagem De Entrada;R$ 78,99
1065;Fonte Carregador Para Acer Travelmate 2300 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1066;Fonte Carregador Para Acer Aspire 5050 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1067;Fonte Carregador P/ Acer Gateway 6500097 19v 3.42a 65w 479 - Voltagem De Entrada;R$ 78,99
1068;Fonte Carregador Para Hp 240 G3 Series 19.5v 761, Voltagem De Entrada;R$ 102,00
1069;Fonte Carregador Para Acer Aspire 19v, 3.42a, 65w, Ac06;R$ 78,99
1070;Fonte Carregador Para Hp Split X2 Tablet Vqf-rt3290 19v 761 - 110v/220v - bivolt;R$ 102,00
1071;Fonte Carregador Para Hp Pavilion 14 Tpn-112 19.5v 3.33a 761- Bivolt;R$ 102,00
1072;"Notebook Avell A52 Mob Rtx 3050 I5 11400h 8gb 250gb Nvme 15.6"" W11";R$ 6.049,90
1073;Notebook Lenovo Ideapad Gaming 3i, I7 12650h, 64GB, SSD 2TB, RTX 3050, Windows 11 - 82uj0002br;R$ 14.399,99
1074;Fonte Externa Para All In One Lg 24v570, 65w, 644 - 110v/220v;R$ 75,05
1075;Fonte Carregador Para Monitor Asus Vg245h Vg245he 24 19v 658 - 110v/220v (bivolt);R$ 142,12
1076;Fonte Carregador Para Positivo Premium Xs4210 19v 2.1a 846;R$ 78,90
1077;Fonte Carregador Para Positivo Premium Xs4205  19v 2.1a 846;R$ 78,90
1078;Fonte Carregador Para Sony Vaio Vgn-p25g 10.5v 45w 687;R$ 101,10
1079;Fonte Carregador Para Sony Vaio Svp13213cxs 10.5v 4.3a 687;R$ 101,10
1080;Fonte Carregador Para Sony Vaio Vgn-p19 Series 10.5v 45w 687;R$ 101,10
1081;Fonte Carregador Para Sony Vaio Vgn-p50 Series 10.5v 45w 687;R$ 101,10
1082;Capa Para Notebook Gshield Multi, Maleta Executiva Guardian;R$ 206,97
1083;Capa Gshield Smart Armor, Para Notebook Dell Até 13.3;R$ 172,47
1084;Capa Para Notebook Gorila Shield Lg Até 17.3'', Smart Armor;R$ 218,47
1085;Fonte Carregador Externa Computador Aoc Evo V20 19v 3.42a 65w P8 - Voltagem De Entrada;R$ 76,77
1086;Fonte Carregador Para Positivo Mobo Black 3020 19v 2.1a 40w 670 - Voltagem De Entrada;R$ 76,08
1087;Fonte Carregador Para Monitor Asus Vg245h Vg245he 24 19v 658 - 110v/220v (bivolt);R$ 142,12
1088;Notebook Gamer Acer An517-54-79wa, I7, 32GB, Ssd 1TB, Tela 17.3 Ips 144hz, Gtx 1650, Linux;R$ 8.967,49
1089;Fonte Para Notebook Bestbattery, 60W, 9V, 3.16A, Pino 5.5mm-3.0mm - BB20 SA19 A;R$ 69,88
1090;Notebook Samsung, Intel I7 1165g7, 16GB, SSD 256GB, Intel Iris Xe, Tela 15.6 Full HD, Windows - Np550xda-ks1br;R$ 6.306,99
1091;PC Gamer Completo Fácil AMD Ryzen 5 5600g 3.9ghz, 16GB DDR4, GTX 1650 4GB, SSD 480GB, Windows 10, Preto + Monitor 19 Polegadas + Kit;R$ 4.257,65
1092;Pc Gamer Completo Fácil AMD Ryzen 5 5600g 3.9ghz 16GB DDR4 Rx 550 4GB SSD 960GB - 500w - Monitor 19Polegadas Kit Gamer;R$ 4.130,15
1093;PC Gamer Completo Fácil AMD Ryzen 5 5600G 3.9GHz, 16GB DDR4, RX 550 4GB, SSD 240GB, Windows 10 + Monitor 19 Pol. + Kit Gamer;R$ 3.849,65
1094;Notebook Samsung - I7 1165g7, 16GB, Ssd 1TB, Intel Graphics Xe, Full Hd, Windows 11 - Np550xda;R$ 6.306,99
1095;"Pc Gamer Completo Fácil, AMD Ryzen 5 5600g 3.9ghz, Radeon Vega 7, 8GB DDR4, HD 1TB, Fonte 500W, Monitor 19"" - Kit Gamer";R$ 2.991,15
1096;Carregador Gorila Shield Para Notebook Tipo C;R$ 390,97
1097;Carregador Gorila Shield Para Notebook, Compatível com Positivo, Tipo C;R$ 390,97
1098;Carregador Gorila Shield Para Notebook, Compatível com Samsung, Tipo C;R$ 390,97
1099;"Computador Completo Fácil Amd Ryzen 5 5600g, Vega 7 Graphics, 8GB DDR4, 3000mhz, HD 1TB, Monitor 19"" LED, Teclado E Mouse";R$ 2.634,15
1100;Carregador Gorila Shield Para Notebook Tipo C;R$ 390,97
1101;Carregador Gorila Shield Para Notebook, Compatível com Positivo, Tipo C;R$ 390,97
1102;Carregador Gorila Shield Para Notebook, Compatível com Samsung, Tipo C;R$ 390,97
1103;PC Gamer Fácil Completo, AMD Ryzen 5 5600G 3.9ghz, 8GB DDR4, RTX 3050 8GB, SSD 480GB, Monitor 19 Polegadas;R$ 5.685,65
1104;Notebook Ultra Intel Core I3, 4GB, 120GB SSD, Tecla Netflix, Tela 14.1, Windows 11 Home, Prata - Ub440;R$ 2.248,90
1105;"Computador Completo Fácil Amd Ryzen 5 5600g, Vega 7 Graphics, 8GB DDR4, 3000mhz, HD 1TB, Monitor 19"" LED, Teclado E Mouse";R$ 2.634,15
1106;Notebook Lenovo Ultrafino Ideapad 1 R5-75200u 8GB, 256GB SSD, Windows 11, 15.6 Polegada -  82x50004br;R$ 2.956,59
1107;Notebook Samsung Galaxy Book3, Intel Core i7-1360p, 16GB RAM, SSD 1TB, Tela 15.6 Polegadas, Windows 11 - Np750qfg-ks2br;R$ 9.879,05
1108;Notebook Lenovo Ideapad Gaming 3 R7-5800h 8GB 512GB SSD Pcie Placa Dedicada Nvidia® Geforce® Gtx 1650 4GB 15.6 Polegadas, FHD, W11 82mj0008br;R$ 4.654,05
1109;Notebook Lenovo Ideapad Flex 5i I7-1255u 8GB RAM, SSD 512GB, 14 Polegadas, Intel Iris Xe, Windows 11 - Wuxga Wva;R$ 5.999,00
1110;Notebook Asus Vivobook, Intel Core I7 1255u, 16GB, SSD 512GB, Tela 15.6 LED, Windows 11 Home, Prata - X1502za-Ej611w;R$ 5.317,91
1111;"Notebook Ultra, Tela 14"", Intel I5, 8GB, SSD 960GB, Windows 10 - Prata";R$ 3.680,49
1112;Notebook Asus Ryzen 5-3500U, 8GB RAM, SSD 256GB, 15,6', Radeon Vega 8, Windows 11 Home - M515DA-BR1213W + Norton 360 Premium, 10 disp 1 ano ESD;R$ 2.827,98
1113;"Adesivo Notebook 13.1"" Wide Por Do Sol,Sup, Tecl, Mou, Branco";R$ 279,00
1114;"Adesivo Notebook 14"" Naruto, Teclado, Mouse, Branco";R$ 239,00
1115;"Adesivo Notebook Skin Zabom 13.3"" Cosmos D1 E Suporte";R$ 89,00
1116;"Adesivo Notebook Skin Zabom 14"" Lobo/tecl/mouse Preto";R$ 239,00
1117;"Adesivo Notebook 13.1"" Wide Lobo/tecl/mou Preto";R$ 239,00
1118;"Adesivo Notebook Skin Zabom 14"" Gato E Suporte";R$ 89,00
1119;"Adesivo Notebook Skin Zabom 14"" Cosmos 1/sup/tecl/mouse Preto";R$ 279,00
1120;"Adesivo Skin Zabom Notebook 14"" Breaking Bad Teclado Mouse Branco";R$ 239,00
1121;"Adesivo Notebook 13.1"" Wide Buraco Negro, E Suporte";R$ 89,00
1122;Notebook HP Envy 15 X360 Intel I7-1255u 12a Geração, 64GB RAM,  SSD 4TB Nvme, Iris Xe Tela 15 Polegadas FHD, Windows 11, Silver;R$ 19.157,89
1123;"Adesivo Notebook Skin Zabom 13.3"" Gato D2 Teclado Mouse Branco";R$ 239,00
1124;Case Notebook Basic 14Polegadas - World Without Me;R$ 71,88
1125;Mochila Costas Executiva Notebook Reforçada - Santino,preto;R$ 175,99
1126;Notebook Lenovo Ultrafino Ideapad S145 I5-1035g1, 20GB 4GB+16GB Optane, 1TB, Windows 10,  15.6 Polegadas, Prata - 82dj0005br;R$ 3.100,00
1127;Notebook Acer Swift3 Ultrafino Intel Core I5, RAM 8GB, SSD 512GB, 14 Polegadas Oled - Windows 11 Home;R$ 7.999,00
1128;HP Victus 15 Intel 12ª Geração I7-12700h Rtx 3050ti Tela 15Polegadas Full HD SSD 2TB Nvme RAM 32GB;R$ 15.368,42
1129;HP Victus 15 Intel 12ª Geração I7-12700h Rtx 3050ti Tela 15Polegadas Full HD SSD 4TB Nvme RAM 64GB;R$ 19.157,89
1130;Fonte Notebook Lenovo Usb 90w 20v 4.5a;R$ 83,88
1131;Adesivo Notebook Skin Zabom, 13.3 Polegadas, Primavera + Teclado, Mouse Branco;R$ 239,00
1132;"Adesivo Notebook Skin Zabom 13.1"" Wide Lobo Rosa Tecld Mou Branco";R$ 239,00
1133;"Adesivo Notebook 14"" Mapa Mundi + Teclado e Mouse, Branco";R$ 239,00
1134;"Adesivo Notebook 13.3"" Moça Perola, Teclado, Mouse, Branco";R$ 239,00
1135;"Adesivo Skin Zabom Notebook 14"" Poligonal Teclado Mouse Branco";R$ 239,00
1136;"Adesivo Notebook 13.1"" Wide Baby Yoda, E Suporte";R$ 89,00
1137;"Adesivo Notebook Skin Zabom 14"" Moça Brinco De Pérola E Suporte";R$ 89,00
1138;"Adesivo Notebook Skin Zabom 14"" Primavera Teclado Mouse Branco";R$ 239,00
1139;"Adesivo Skin Zabom Notebook 14"" Mapa 1/sup/tecl/mouse Preto";R$ 279,00
1140;"Adesivo Notebook Skin Zabom 13.1"" Wide Impressionismo E Suporte";R$ 89,00
1141;"Adesivo Notebook Skin Zabom 13.3"" Noite Estrelada Teclad Mouse Preto";R$ 239,00
1142;Adesivo Notebook Skin Zabom, 13.3 Polegadas, Japão + Teclado e Mouse Preto;R$ 239,00
